Site name,Site #,U_depth,L_depth,mid_point,BD_reported,BD_estimated,BD_new est,BD_final,SOM,OC,TN,OC_final,CD_reported,OC_stock_reported,CD_calc,TC instead of TOC?,Year_sampled,Age,,,,,,,,,,,,,,,
SKG Unpublished GaziB12,M1192,1.5,2,1.75,1.59,0.88,0.87,0.87,,2.36,,2.36,,,0.02,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB13,M1177,0,0.05,0.025,0.89,0.59,0.61,0.61,,6.75,,6.75,,,0.041,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB13,M1177,0.05,0.1,0.075,0.8,0.6,0.62,0.8,,6.44,,6.44,,,0.051,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB13,M1177,0.1,0.2,0.15,0.53,0.41,0.42,0.53,,12.59,,12.59,,,0.067,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB13,M1177,0.2,0.3,0.25,0.23,0.24,0.24,0.23,,22.46,,22.46,,,0.052,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB13,M1177,0.3,0.4,0.35,0.51,0.48,0.49,0.51,,9.98,,9.98,,,0.051,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB13,M1177,0.4,0.5,0.45,0.45,0.43,0.44,0.45,,11.69,,11.69,,,0.052,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB13,M1177,0.5,1,0.75,1.47,0.91,0.9,0.9,,2.12,,2.12,,,0.019,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB13,M1177,1,1.5,1.25,1.3,0.91,0.89,0.89,,2.14,,2.14,,,0.019,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB13,M1177,1.5,2,1.75,1.77,0.91,0.89,0.89,,2.13,,2.13,,,0.019,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB13,M1177,2,2.5,2.25,1.66,0.91,0.89,0.89,,2.13,,2.13,,,0.019,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB13,M1177,0,0.05,0.025,0.58,0.36,0.36,0.58,,14.79,,14.79,,,0.085,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB13,M1177,0.05,0.1,0.075,0.44,0.33,0.33,0.44,,16.35,,16.35,,,0.072,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB13,M1177,0.1,0.2,0.15,0.4,0.35,0.35,0.4,,15.3,,15.3,,,0.062,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB13,M1177,0.2,0.3,0.25,0.64,0.49,0.5,0.64,,9.59,,9.59,,,0.061,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB13,M1177,0.3,0.4,0.35,0.65,0.48,0.5,0.65,,9.69,,9.69,,,0.063,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB13,M1177,0.4,0.5,0.45,0.78,0.52,0.54,0.78,,8.5,,8.5,,,0.066,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB13,M1177,0.5,1,0.75,1.04,0.71,0.72,0.72,,4.38,,4.38,,,0.031,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB13,M1177,1,1.5,1.25,1.69,0.92,0.91,0.91,,2.01,,2.01,,,0.018,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB14,M1189,0,0.05,0.025,1.62,1.18,1.19,1.19,,0.78,,0.78,,,0.009,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB14,M1189,0.05,0.1,0.075,1.59,1.18,1.2,1.2,,0.76,,0.76,,,0.009,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB14,M1189,0.1,0.3,0.2,1.59,1.08,1.09,1.09,,1.1,,1.1,,,0.012,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB14,M1189,0.3,0.5,0.4,1.72,0.96,0.95,0.95,,1.75,,1.75,,,0.017,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB14,M1189,0.5,1.5,1,1.69,0.93,0.91,0.91,,1.98,,1.98,,,0.018,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB14,M1189,0,0.05,0.025,1.35,1.23,1.26,1.35,,0.62,,0.62,,,0.008,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB14,M1189,0.05,0.1,0.075,1.5,1.22,1.24,1.24,,0.65,,0.65,,,0.008,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB14,M1189,0.1,0.2,0.15,1.56,1.19,1.21,1.21,,0.73,,0.73,,,0.009,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB14,M1189,0.2,0.3,0.25,1.58,1.19,1.21,1.21,,0.74,,0.74,,,0.009,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB14,M1189,0.3,0.4,0.35,1.58,1.12,1.13,1.13,,0.97,,0.97,,,0.011,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB14,M1189,0.4,0.5,0.45,1.83,0.99,0.98,0.98,,1.57,,1.57,,,0.015,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB14,M1189,0.5,1,0.75,1.8,0.97,0.96,0.96,,1.71,,1.71,,,0.016,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB15,M1193,0,0.05,0.025,1.58,1.17,1.19,1.19,,0.79,,0.79,,,0.009,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB15,M1193,0.05,0.1,0.075,1.54,1.17,1.19,1.19,,0.79,,0.79,,,0.009,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB15,M1193,0.1,0.2,0.15,1.63,1.05,1.05,1.05,,1.25,,1.25,,,0.013,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB15,M1193,0.2,0.3,0.25,1.85,0.97,0.96,0.96,,1.7,,1.7,,,0.016,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB15,M1193,0.3,0.4,0.35,1.76,0.93,0.92,0.92,,1.95,,1.95,,,0.018,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB15,M1193,0.4,0.5,0.45,1.99,0.95,0.94,0.94,,1.81,,1.81,,,0.017,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB15,M1193,0.5,1,0.75,1.4,0.93,0.92,0.92,,1.95,,1.95,,,0.018,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB15,M1193,1,2,1.5,1.81,0.86,0.84,0.84,,2.58,,2.58,,,0.022,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB15,M1193,0,0.05,0.025,1.6,1.16,1.18,1.18,,0.82,,0.82,,,0.01,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB15,M1193,0.05,0.1,0.075,1.53,1.15,1.17,1.17,,0.84,,0.84,,,0.01,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB15,M1193,0.1,0.2,0.15,1.58,1.16,1.17,1.17,,0.83,,0.83,,,0.01,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB15,M1193,0.2,0.3,0.25,1.83,1,0.99,0.99,,1.51,,1.51,,,0.015,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB15,M1193,0.3,0.4,0.35,1.8,0.93,0.91,0.91,,1.99,,1.99,,,0.018,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB15,M1193,0.4,0.5,0.45,1.93,0.86,0.85,0.85,,2.53,,2.53,,,0.022,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB15,M1193,0.5,1,0.75,1.8,0.98,0.97,0.97,,1.65,,1.65,,,0.016,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB15,M1193,1,2,1.5,1.57,0.89,0.88,0.88,,2.27,,2.27,,,0.02,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB16,M1178,0,0.05,0.025,0.64,0.62,0.64,0.64,,6.04,,6.04,,,0.039,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB16,M1178,0.05,0.1,0.075,0.74,0.55,0.57,0.74,,7.74,,7.74,,,0.057,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB16,M1178,0.1,0.2,0.15,0.6,0.48,0.49,0.6,,9.96,,9.96,,,0.06,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB16,M1178,0.2,0.3,0.25,0.71,0.55,0.57,0.71,,7.65,,7.65,,,0.054,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB16,M1178,0.3,0.4,0.35,0.7,0.61,0.63,0.7,,6.26,,6.26,,,0.044,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB16,M1178,0.4,0.5,0.45,0.92,0.7,0.71,0.92,,4.47,,4.47,,,0.041,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB16,M1178,0.5,2,1.25,0.82,0.66,0.68,0.82,,5.15,,5.15,,,0.042,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB16,M1178,0,0.05,0.025,0.81,0.68,0.69,0.81,,4.91,,4.91,,,0.04,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB16,M1178,0.05,0.1,0.075,0.51,0.67,0.68,0.51,,5,,5,,,0.025,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB16,M1178,0.1,0.2,0.15,0.48,0.39,0.4,0.48,,13.41,,13.41,,,0.065,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB16,M1178,0.2,0.3,0.25,0.62,0.39,0.4,0.62,,13.39,,13.39,,,0.083,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB16,M1178,0.3,0.5,0.4,0.91,0.69,0.7,0.91,,4.76,,4.76,,,0.043,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB16,M1178,0.5,1,0.75,0.84,0.62,0.63,0.84,,6.12,,6.12,,,0.052,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB18,M1194,0,0.05,0.025,0.71,0.6,0.62,0.71,,6.4,,6.4,,,0.045,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB18,M1194,0.05,0.1,0.075,0.8,0.61,0.63,0.8,,6.25,,6.25,,,0.05,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB18,M1194,0.1,0.2,0.15,0.5,0.58,0.6,0.5,,6.97,,6.97,,,0.035,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB18,M1194,0.2,0.3,0.25,0.55,0.61,0.63,0.55,,6.27,,6.27,,,0.034,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB18,M1194,0.3,0.4,0.35,0.48,0.42,0.43,0.48,,12.2,,12.2,,,0.058,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB18,M1194,0.4,0.5,0.45,0.49,0.48,0.5,0.49,,9.7,,9.7,,,0.048,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB18,M1194,0.5,1,0.75,0.63,0.58,0.6,0.63,,7.01,,7.01,,,0.044,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB18,M1194,1,2,1.5,1.21,0.91,0.9,0.9,,2.12,,2.12,,,0.019,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB18,M1194,0,0.05,0.025,0.76,0.62,0.64,0.76,,5.93,,5.93,,,0.045,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB18,M1194,0.05,0.1,0.075,0.75,0.65,0.66,0.75,,5.48,,5.48,,,0.041,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB18,M1194,0.1,0.2,0.15,0.59,0.51,0.53,0.59,,8.92,,8.92,,,0.052,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB18,M1194,0.2,0.3,0.25,0.52,0.52,0.54,0.52,,8.55,,8.55,,,0.045,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB18,M1194,0.3,0.4,0.35,0.55,0.49,0.5,0.55,,9.52,,9.52,,,0.053,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB18,M1194,0.4,0.5,0.45,0.69,0.52,0.54,0.69,,8.58,,8.58,,,0.059,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB18,M1194,0.5,1,0.75,1.24,0.94,0.92,0.92,,1.92,,1.92,,,0.018,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB18,M1194,1,1.5,1.25,0.98,0.73,0.74,0.98,,4.03,,4.03,,,0.039,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB18,M1194,1.5,2,1.75,1.17,0.77,0.77,0.77,,3.49,,3.49,,,0.027,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB19,M1195,0,0.05,0.025,1.38,0.95,0.94,0.94,,1.81,,1.81,,,0.017,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB19,M1195,0.05,0.1,0.075,1.45,0.98,0.97,0.97,,1.6,,1.6,,,0.016,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB19,M1195,0.1,0.2,0.15,1.1,0.94,0.93,1.1,,1.89,,1.89,,,0.021,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB19,M1195,0.2,0.3,0.25,0.5,0.47,0.49,0.5,,10.02,,10.02,,,0.05,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB19,M1195,0.3,0.4,0.35,0.36,0.35,0.35,0.36,,15.52,,15.52,,,0.055,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB19,M1195,0.4,0.5,0.45,1.02,0.9,0.89,1.02,,2.18,,2.18,,,0.022,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB19,M1195,0.5,1,0.75,0.71,0.5,0.52,0.71,,9.05,,9.05,,,0.064,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB19,M1195,0,0.05,0.025,1.23,1.05,1.05,1.23,,1.27,,1.27,,,0.016,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB19,M1195,0.05,0.1,0.075,1.32,0.94,0.93,0.93,,1.89,,1.89,,,0.018,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB19,M1195,0.1,0.2,0.15,0.72,0.61,0.63,0.72,,6.16,,6.16,,,0.044,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB19,M1195,0.2,0.3,0.25,0.77,0.62,0.64,0.77,,5.99,,5.99,,,0.046,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB19,M1195,0.3,0.4,0.35,0.83,0.68,0.69,0.83,,4.91,,4.91,,,0.041,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB19,M1195,0.4,0.5,0.45,0.62,0.54,0.56,0.62,,7.86,,7.86,,,0.049,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB19,M1195,0.5,1,0.75,0.78,0.65,0.66,0.78,,5.42,,5.42,,,0.042,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB20,M1190,0,0.1,0.05,1.49,1.11,1.12,1.12,,0.98,,0.98,,,0.011,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB20,M1190,0.1,0.4,0.25,1.5,1.11,1.11,1.11,,1.01,,1.01,,,0.011,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB20,M1190,0.4,1,0.7,1.57,1.12,1.13,1.13,,0.97,,0.97,,,0.011,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB20,M1190,1,1.5,1.25,1.77,0.92,0.9,0.9,,2.05,,2.05,,,0.019,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB20,M1190,1.5,2,1.75,1.8,0.95,0.94,0.94,,1.84,,1.84,,,0.017,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB20,M1190,2,2.5,2.25,1.68,0.85,0.84,0.84,,2.64,,2.64,,,0.022,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB20,M1190,0,0.05,0.025,1.4,1.12,1.13,1.13,,0.96,,0.96,,,0.011,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB20,M1190,0.05,0.1,0.075,1.39,1.08,1.08,1.08,,1.13,,1.13,,,0.012,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB20,M1190,0.1,0.2,0.15,1.46,1.11,1.12,1.12,,0.99,,0.99,,,0.011,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB20,M1190,0.2,0.3,0.25,1.49,1.13,1.14,1.14,,0.92,,0.92,,,0.01,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB20,M1190,0.3,0.4,0.35,1.48,1.12,1.13,1.13,,0.96,,0.96,,,0.011,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB20,M1190,0.4,0.5,0.45,1.32,1.08,1.08,1.32,,1.12,,1.12,,,0.015,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB20,M1190,0.5,1,0.75,1.21,0.83,0.82,0.82,,2.82,,2.82,,,0.023,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB20,M1190,1,1.5,1.25,1.67,0.9,0.88,0.88,,2.23,,2.23,,,0.02,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB20,M1190,1.5,2,1.75,1.54,0.82,0.81,0.81,,2.92,,2.92,,,0.024,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB21,M1196,0,0.05,0.025,1.01,0.78,0.78,1.01,,3.38,,3.38,,,0.034,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB21,M1196,0.05,0.1,0.075,1.06,0.76,0.76,0.76,,3.67,,3.67,,,0.028,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB21,M1196,0.1,0.2,0.15,1.45,0.91,0.89,0.89,,2.14,,2.14,,,0.019,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB21,M1196,0.2,0.3,0.25,1.43,0.92,0.91,0.91,,2.01,,2.01,,,0.018,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB21,M1196,0.3,0.4,0.35,1.31,0.85,0.84,0.84,,2.64,,2.64,,,0.022,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB21,M1196,0.4,0.5,0.45,1.32,0.83,0.82,0.82,,2.82,,2.82,,,0.023,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB21,M1196,0.5,1,0.75,0.83,0.62,0.63,0.83,,6.1,,6.1,,,0.051,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB21,M1196,1,1.5,1.25,0.53,0.5,0.52,0.53,,9.12,,9.12,,,0.048,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB21,M1196,1.5,2,1.75,0.63,0.5,0.51,0.63,,9.28,,9.28,,,0.059,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB21,M1196,0,0.05,0.025,0.99,0.74,0.74,0.99,,3.92,,3.92,,,0.039,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB21,M1196,0.05,0.1,0.075,1.12,0.73,0.74,0.74,,4.03,,4.03,,,0.03,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB21,M1196,0.1,0.2,0.15,1.23,0.85,0.84,0.84,,2.66,,2.66,,,0.022,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB21,M1196,0.2,0.3,0.25,1.24,0.83,0.82,0.82,,2.81,,2.81,,,0.023,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB21,M1196,0.3,0.4,0.35,1.34,0.85,0.84,0.84,,2.63,,2.63,,,0.022,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB21,M1196,0.4,0.5,0.45,1.15,0.85,0.84,0.84,,2.61,,2.61,,,0.022,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB21,M1196,0.5,1,0.75,0.96,0.63,0.65,0.65,,5.84,,5.84,,,0.038,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB22,M1200,0,0.05,0.025,0.71,0.42,0.42,0.42,,12.28,,12.28,,,0.052,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB22,M1200,0.05,0.1,0.075,0.74,0.51,0.53,0.74,,8.77,,8.77,,,0.065,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB22,M1200,0.1,0.2,0.15,0.9,0.6,0.62,0.62,,6.49,,6.49,,,0.04,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB22,M1200,0.2,0.3,0.25,0.79,0.56,0.58,0.79,,7.52,,7.52,,,0.06,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB22,M1200,0.3,0.4,0.35,0.83,0.58,0.6,0.83,,6.89,,6.89,,,0.057,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB22,M1200,0.4,0.5,0.45,0.96,0.59,0.61,0.61,,6.65,,6.65,,,0.041,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB22,M1200,0.5,1,0.75,0.78,0.52,0.54,0.78,,8.54,,8.54,,,0.067,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB22,M1200,0,0.05,0.025,0.79,0.5,0.52,0.52,,9.09,,9.09,,,0.047,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB22,M1200,0.05,0.2,0.125,0.85,0.58,0.6,0.85,,6.86,,6.86,,,0.058,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB22,M1200,0.2,0.3,0.25,0.85,0.59,0.61,0.85,,6.7,,6.7,,,0.057,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB22,M1200,0.3,0.4,0.35,0.94,0.6,0.61,0.61,,6.54,,6.54,,,0.04,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB23,M1191,0,0.1,0.05,0.62,0.5,0.51,0.62,,9.3,,9.3,,,0.057,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB23,M1191,0.1,0.2,0.15,0.62,0.49,0.5,0.62,,9.65,,9.65,,,0.06,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB23,M1191,0.2,0.3,0.25,0.6,0.49,0.51,0.6,,9.45,,9.45,,,0.056,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB23,M1191,0.3,0.4,0.35,0.58,0.47,0.48,0.58,,10.32,,10.32,,,0.06,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB23,M1191,0.4,0.5,0.45,0.55,0.48,0.5,0.55,,9.8,,9.8,,,0.054,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB23,M1191,0,0.05,0.025,0.56,0.44,0.45,0.56,,11.28,,11.28,,,0.063,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB23,M1191,0.05,0.1,0.075,0.63,0.43,0.44,0.63,,11.6,,11.6,,,0.073,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB23,M1191,0.1,0.2,0.15,0.57,0.44,0.45,0.57,,11.33,,11.33,,,0.065,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB23,M1191,0.2,0.3,0.25,0.57,0.44,0.45,0.57,,11.18,,11.18,,,0.063,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB23,M1191,0.3,0.4,0.35,0.66,0.5,0.52,0.66,,9.09,,9.09,,,0.06,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB23,M1191,0.4,0.5,0.45,0.67,0.52,0.54,0.67,,8.62,,8.62,,,0.058,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB23,M1191,0.5,1,0.75,0.7,0.53,0.55,0.7,,8.34,,8.34,,,0.058,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB23,M1191,1,2,1.5,0.69,0.53,0.55,0.69,,8.34,,8.34,,,0.057,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB26,M1180,0,0.05,0.025,0.92,0.63,0.65,0.65,,5.83,,5.83,,,0.038,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB26,M1180,0.05,0.2,0.125,1.37,0.84,0.83,0.83,,2.7,,2.7,,,0.022,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB26,M1180,0.2,0.3,0.25,1.28,0.81,0.81,0.81,,2.99,,2.99,,,0.024,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB26,M1180,0.3,0.4,0.35,1.41,0.48,0.49,0.49,,10.01,,10.01,,,0.049,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB26,M1180,0.4,0.5,0.45,1.35,0.82,0.81,0.81,,2.92,,2.92,,,0.024,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB26,M1180,0.5,1,0.75,1.29,0.73,0.74,0.74,,4.02,,4.02,,,0.03,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB26,M1180,1,1.5,1.25,0.82,0.58,0.6,0.82,,7.03,,7.03,,,0.058,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB26,M1180,1.5,2,1.75,1.01,0.66,0.68,0.68,,5.16,,5.16,,,0.035,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB26,M1180,2,2.5,2.25,1.03,0.7,0.7,0.7,,4.61,,4.61,,,0.032,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB26,M1180,0,0.05,0.025,1.38,0.81,0.8,0.8,,3.05,,3.05,,,0.024,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB26,M1180,0.05,0.1,0.075,1.28,0.75,0.75,0.75,,3.74,,3.74,,,0.028,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB26,M1180,0.1,0.2,0.15,1.32,0.77,0.77,0.77,,3.51,,3.51,,,0.027,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB26,M1180,0.2,0.3,0.25,1.42,0.88,0.87,0.87,,2.34,,2.34,,,0.02,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB26,M1180,0.3,0.4,0.35,1.27,1.55,1.5,1.27,,0.17,,0.17,,,0.002,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB26,M1180,0.4,0.5,0.45,1.31,0.81,0.8,0.8,,3.08,,3.08,,,0.025,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB26,M1180,0.5,1,0.75,1.1,0.69,0.7,0.7,,4.73,,4.73,,,0.033,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB26,M1180,1,1.5,1.25,0.66,0.51,0.52,0.66,,8.97,,8.97,,,0.06,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB26,M1180,1.5,2,1.75,0.78,0.58,0.59,0.78,,7.04,,7.04,,,0.055,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB27,M1181,0,0.05,0.025,0.92,0.67,0.68,0.92,,5.03,,5.03,,,0.046,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB27,M1181,0.05,0.1,0.075,1.1,0.71,0.71,0.71,,4.44,,4.44,,,0.032,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB27,M1181,0.1,0.2,0.15,1.16,0.7,0.71,0.71,,4.55,,4.55,,,0.032,Y,2014,,,,,,,,,,,,,,,,
