Site name,Site #,U_depth,L_depth,mid_point,BD_reported,BD_estimated,BD_new est,BD_final,SOM,OC,TN,OC_final,CD_reported,OC_stock_reported,CD_calc,TC instead of TOC?,Year_sampled,Age,,,,,,,,,,,,,,,
SKG Unpublished Vanga45b,M1164,0,0.05,0.025,0.51,0.35,0.36,0.51,,15.15,,15.15,,,0.078,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished Vanga45b,M1164,0.05,1,0.525,0.43,0.42,0.43,0.43,,12.18,,12.18,,,0.052,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished Vanga45b,M1164,0,0.05,0.025,0.42,0.34,0.34,0.42,,15.97,,15.97,,,0.067,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished Vanga45b,M1164,0.05,0.5,0.275,0.59,0.49,0.51,0.59,,9.44,,9.44,,,0.056,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished Vanga45b,M1164,0.5,1,0.75,0.53,0.44,0.45,0.53,,11.16,,11.16,,,0.059,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished VangaC1,M1169,0,0.05,0.025,0.76,0.51,0.53,0.76,,8.9,,8.9,,,0.067,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished VangaC1,M1169,0.05,0.5,0.275,0.78,0.59,0.6,0.78,,6.79,,6.79,,,0.053,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished VangaC1,M1169,0.5,1,0.75,0.81,0.56,0.58,0.81,,7.44,,7.44,,,0.06,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished VangaC1,M1169,0,0.05,0.025,0.73,0.66,0.67,0.73,,5.3,,5.3,,,0.038,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished VangaC1,M1169,0.05,0.5,0.275,0.89,0.61,0.63,0.63,,6.18,,6.18,,,0.039,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished VangaC1,M1169,0.5,1,0.75,1.23,0.85,0.84,0.84,,2.65,,2.65,,,0.022,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished Vanga31,M1156,0,0.05,0.025,0.66,0.54,0.56,0.66,,8.05,,8.05,,,0.053,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished Vanga31,M1156,0.05,0.5,0.275,0.57,0.51,0.52,0.57,,9.01,,9.01,,,0.051,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished Vanga31,M1156,0.5,1,0.75,0.53,0.49,0.51,0.53,,9.37,,9.37,,,0.05,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished Vanga31,M1156,0,0.05,0.025,0.68,0.54,0.56,0.68,,7.97,,7.97,,,0.054,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished Vanga31,M1156,0.05,0.5,0.275,0.53,0.46,0.47,0.53,,10.68,,10.68,,,0.057,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished Vanga31,M1156,0.5,1,0.75,0.45,0.5,0.51,0.45,,9.26,,9.26,,,0.042,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished Vanga17,M1155,0,0.05,0.025,0.52,0.42,0.43,0.52,,12.21,,12.21,,,0.063,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished Vanga17,M1155,0.05,0.5,0.275,0.54,0.39,0.39,0.54,,13.46,,13.46,,,0.072,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished Vanga17,M1155,0.5,1,0.75,0.57,0.46,0.48,0.57,,10.47,,10.47,,,0.06,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished Vanga17,M1155,0,0.05,0.025,0.64,0.47,0.48,0.64,,10.23,,10.23,,,0.066,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished Vanga17,M1155,0.05,0.5,0.275,0.67,0.62,0.64,0.67,,6,,6,,,0.04,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished Vanga17,M1155,0.5,1,0.75,0.93,0.66,0.68,0.68,,5.15,,5.15,,,0.035,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished VangaRM1,M1165,0,0.05,0.025,0.55,0.39,0.4,0.55,,13.21,,13.21,,,0.073,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished VangaRM1,M1165,0.05,0.5,0.275,0.62,0.47,0.48,0.62,,10.27,,10.27,,,0.064,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished VangaRM1,M1165,0.5,1,0.75,0.78,0.53,0.54,0.78,,8.41,,8.41,,,0.066,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished VangaRM1,M1165,0,0.05,0.025,0.58,0.44,0.45,0.58,,11.31,,11.31,,,0.066,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished VangaRM1,M1165,0.05,0.5,0.275,0.61,0.46,0.47,0.61,,10.55,,10.55,,,0.064,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished VangaRM1,M1165,0.5,1,0.75,0.6,0.43,0.44,0.6,,11.71,,11.71,,,0.07,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB2,M1179,0,0.05,0.025,1.06,0.79,0.78,0.78,,3.29,,3.29,,,0.026,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB2,M1179,0.05,0.1,0.075,0.93,0.9,0.88,0.93,,2.22,,2.22,,,0.021,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB2,M1179,0.1,0.2,0.15,0.74,0.68,0.69,0.74,,4.95,,4.95,,,0.037,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB2,M1179,0.2,0.3,0.25,0.78,0.58,0.6,0.78,,6.83,,6.83,,,0.054,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB2,M1179,0.3,0.4,0.35,0.32,0.24,0.24,0.32,,22.38,,22.38,,,0.071,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB2,M1179,0.4,0.5,0.45,0.38,0.32,0.32,0.38,,17.09,,17.09,,,0.065,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB2,M1179,0.5,1,0.75,0.35,0.37,0.37,0.35,,14.49,,14.49,,,0.05,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB2,M1179,1,1.5,1.25,0.71,0.55,0.57,0.71,,7.61,,7.61,,,0.054,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB2,M1179,1.5,2,1.75,0.98,0.81,0.8,0.98,,3.08,,3.08,,,0.03,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB2,M1179,2,2.5,2.25,1.19,0.96,0.95,1.19,,1.76,,1.76,,,0.021,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB2,M1179,0,0.05,0.025,0.03,0.76,0.76,0.76,,3.59,,3.59,,,0.027,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB2,M1179,0.05,0.1,0.075,0.03,0.75,0.75,0.75,,3.74,,3.74,,,0.028,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB2,M1179,0.1,0.2,0.15,0.03,0.7,0.71,0.71,,4.52,,4.52,,,0.032,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB2,M1179,0.2,0.3,0.25,0.03,0.27,0.27,0.03,,20.44,,20.44,,,0.007,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB2,M1179,0.3,0.4,0.35,0.03,0.45,0.46,0.46,,11.08,,11.08,,,0.051,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB2,M1179,0.4,0.5,0.45,0.03,0.3,0.3,0.3,,18.31,,18.31,,,0.055,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB3,M1182,0,0.05,0.025,0.73,0.65,0.66,0.73,,5.42,,5.42,,,0.039,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB3,M1182,0.05,0.1,0.075,1.02,0.97,0.96,1.02,,1.69,,1.69,,,0.017,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB3,M1182,0.1,0.2,0.15,1.15,0.81,0.81,0.81,,3,,3,,,0.024,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB3,M1182,0.2,0.3,0.25,1.43,1.09,1.09,1.09,,1.08,,1.08,,,0.012,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB3,M1182,0.3,0.4,0.35,0.9,0.73,0.73,0.9,,4.08,,4.08,,,0.037,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB3,M1182,0.4,0.5,0.45,1.16,0.93,0.92,1.16,,1.94,,1.94,,,0.023,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB3,M1182,0.5,1,0.75,0.97,0.68,0.69,0.69,,4.91,,4.91,,,0.034,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB3,M1182,1,1.5,1.25,0.93,0.78,0.78,0.93,,3.42,,3.42,,,0.032,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB3,M1182,1.5,2,1.75,0.84,0.6,0.62,0.84,,6.53,,6.53,,,0.055,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB3,M1182,0,0.05,0.025,1.11,1,0.99,1.11,,1.51,,1.51,,,0.017,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB3,M1182,0.05,0.1,0.075,1.36,1.08,1.08,1.08,,1.13,,1.13,,,0.012,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB3,M1182,0.1,0.2,0.15,1.12,1.06,1.06,1.12,,1.2,,1.2,,,0.013,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB3,M1182,0.2,0.3,0.25,1.34,0.92,0.9,0.9,,2.07,,2.07,,,0.019,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB3,M1182,0.3,0.4,0.35,1.02,0.87,0.86,1.02,,2.44,,2.44,,,0.025,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB3,M1182,0.4,0.5,0.45,1.19,0.86,0.85,0.85,,2.56,,2.56,,,0.022,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB3,M1182,0.5,1,0.75,1.13,0.76,0.76,0.76,,3.61,,3.61,,,0.028,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB3,M1182,1,1.5,1.25,1.17,0.86,0.85,0.85,,2.56,,2.56,,,0.022,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB6,M1187,0,0.05,0.025,1.07,0.76,0.76,0.76,,3.68,,3.68,,,0.028,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB6,M1187,0.05,0.1,0.075,1.14,0.73,0.74,0.74,,4,,4,,,0.03,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB6,M1187,0.1,0.2,0.15,1.11,0.76,0.76,0.76,,3.7,,3.7,,,0.028,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB6,M1187,0.2,0.3,0.25,0.94,0.64,0.65,0.65,,5.63,,5.63,,,0.037,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB6,M1187,0.3,0.4,0.35,0.91,0.66,0.67,0.91,,5.27,,5.27,,,0.048,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB6,M1187,0.4,0.5,0.45,1.04,0.7,0.71,0.71,,4.57,,4.57,,,0.032,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB6,M1187,0.5,1,0.75,0.78,0.54,0.56,0.78,,7.85,,7.85,,,0.061,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB6,M1187,1,1.5,1.25,1.22,0.75,0.75,0.75,,3.85,,3.85,,,0.029,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB6,M1187,1.5,2,1.75,1.3,0.72,0.73,0.73,,4.16,,4.16,,,0.03,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB6,M1187,2,2.5,2.25,1.3,0.67,0.68,0.68,,5.02,,5.02,,,0.034,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB6,M1187,0,0.05,0.025,0.93,0.61,0.63,0.63,,6.24,,6.24,,,0.039,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB6,M1187,0.05,0.1,0.075,0.74,0.53,0.54,0.74,,8.38,,8.38,,,0.062,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB6,M1187,0.1,0.2,0.15,0.94,0.62,0.63,0.63,,6.08,,6.08,,,0.039,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB6,M1187,0.2,0.3,0.25,0.96,0.68,0.69,0.69,,4.86,,4.86,,,0.034,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB6,M1187,0.3,0.4,0.35,0.95,0.68,0.69,0.69,,4.83,,4.83,,,0.033,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB6,M1187,0.4,0.5,0.45,0.96,0.65,0.67,0.67,,5.38,,5.38,,,0.036,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB6,M1187,0.5,1,0.75,0.97,0.63,0.65,0.65,,5.83,,5.83,,,0.038,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB6,M1187,1,1.5,1.25,1.16,0.69,0.7,0.7,,4.69,,4.69,,,0.033,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB6,M1187,1.5,2,1.75,1.03,0.61,0.63,0.63,,6.26,,6.26,,,0.039,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB7,M1188,0,0.05,0.025,0.95,0.7,0.71,0.95,,4.52,,4.52,,,0.043,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB7,M1188,0.05,0.1,0.075,1.07,0.75,0.75,0.75,,3.75,,3.75,,,0.028,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB7,M1188,0.1,0.2,0.15,1.14,0.79,0.78,0.78,,3.31,,3.31,,,0.026,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB7,M1188,0.2,0.3,0.25,1.22,0.86,0.85,0.85,,2.53,,2.53,,,0.022,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB7,M1188,0.3,0.4,0.35,0.81,0.65,0.66,0.81,,5.45,,5.45,,,0.044,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB7,M1188,0.4,0.5,0.45,0.65,0.47,0.49,0.65,,10.03,,10.03,,,0.066,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB7,M1188,0.5,1,0.75,0.81,0.65,0.66,0.81,,5.46,,5.46,,,0.044,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB7,M1188,1,1.5,1.25,1.14,0.67,0.68,0.68,,5.01,,5.01,,,0.034,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB7,M1188,1.5,2,1.75,1.06,0.58,0.6,0.6,,6.9,,6.9,,,0.041,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB7,M1188,2,2.5,2.25,0.96,0.62,0.64,0.64,,5.95,,5.95,,,0.038,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB7,M1188,0,0.1,0.05,1.24,0.93,0.92,0.92,,1.94,,1.94,,,0.018,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB7,M1188,0.1,0.2,0.15,1.1,0.73,0.73,0.73,,4.08,,4.08,,,0.03,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB7,M1188,0.2,0.3,0.25,1.02,0.74,0.75,0.75,,3.87,,3.87,,,0.029,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB7,M1188,0.3,0.4,0.35,1.09,0.8,0.8,0.8,,3.14,,3.14,,,0.025,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB7,M1188,0.4,0.5,0.45,1.36,0.72,0.73,0.73,,4.19,,4.19,,,0.03,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB7,M1188,0.5,1,0.75,1.09,0.84,0.83,0.83,,2.71,,2.71,,,0.023,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB7,M1188,1,1.5,1.25,1.58,0.76,0.76,0.76,,3.7,,3.7,,,0.028,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB7,M1188,1.5,2,1.75,1.58,0.76,0.76,0.76,,3.61,,3.61,,,0.028,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB9,M1199,0,0.05,0.025,0.51,0.46,0.48,0.51,,10.45,,10.45,,,0.054,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB9,M1199,0.05,0.1,0.075,0.47,0.46,0.47,0.47,,10.73,,10.73,,,0.05,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB9,M1199,0.1,0.2,0.15,0.5,0.46,0.48,0.5,,10.43,,10.43,,,0.052,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB9,M1199,0.2,0.3,0.25,0.68,0.61,0.62,0.68,,6.31,,6.31,,,0.043,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB9,M1199,0.3,0.4,0.35,0.9,0.74,0.75,0.9,,3.87,,3.87,,,0.035,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB9,M1199,0.4,0.5,0.45,0.81,0.78,0.78,0.81,,3.4,,3.4,,,0.028,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB9,M1199,0.5,1.5,1,1.4,0.97,0.96,0.96,,1.66,,1.66,,,0.016,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB9,M1199,1.5,2,1.75,1.44,1.05,1.05,1.05,,1.23,,1.23,,,0.013,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB9,M1199,0,0.05,0.025,0.59,0.47,0.49,0.59,,10.04,,10.04,,,0.059,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB9,M1199,0.05,0.1,0.075,0.56,0.45,0.46,0.56,,11.09,,11.09,,,0.062,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB9,M1199,0.1,0.2,0.15,0.62,0.65,0.66,0.62,,5.46,,5.46,,,0.034,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB9,M1199,0.2,0.3,0.25,0.42,0.46,0.47,0.42,,10.62,,10.62,,,0.044,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB9,M1199,0.3,0.4,0.35,0.52,0.51,0.53,0.52,,8.84,,8.84,,,0.046,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB9,M1199,0.4,0.5,0.45,0.68,0.62,0.63,0.68,,6.12,,6.12,,,0.042,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB9,M1199,0.5,1,0.75,1.57,1.06,1.06,1.06,,1.22,,1.22,,,0.013,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB10,M1198,0,0.05,0.025,0.34,0.37,0.37,0.34,,14.38,,14.38,,,0.049,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB10,M1198,0.05,0.1,0.075,0.34,0.38,0.38,0.34,,14.06,,14.06,,,0.048,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB10,M1198,0.1,0.2,0.15,0.4,0.47,0.48,0.4,,10.2,,10.2,,,0.04,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB10,M1198,0.2,0.3,0.25,0.46,0.59,0.61,0.46,,6.66,,6.66,,,0.03,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB10,M1198,0.3,0.4,0.35,0.64,0.66,0.68,0.64,,5.17,,5.17,,,0.033,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB10,M1198,0.4,0.5,0.45,0.65,0.74,0.74,0.65,,3.89,,3.89,,,0.025,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB10,M1198,0.5,1,0.75,1.32,1.01,1,1,,1.48,,1.48,,,0.015,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB10,M1198,1,2,1.5,1.39,1.03,1.03,1.03,,1.35,,1.35,,,0.014,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB10,M1198,0,0.05,0.025,0.42,0.42,0.42,0.42,,12.32,,12.32,,,0.052,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB10,M1198,0.05,0.1,0.075,0.42,0.53,0.55,0.42,,8.34,,8.34,,,0.035,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB10,M1198,0.1,0.2,0.15,0.26,0.34,0.34,0.26,,15.93,,15.93,,,0.041,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB10,M1198,0.2,0.3,0.25,0.5,0.53,0.55,0.5,,8.25,,8.25,,,0.041,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB10,M1198,0.3,0.4,0.35,0.49,0.57,0.59,0.49,,7.19,,7.19,,,0.035,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB10,M1198,0.4,0.5,0.45,0.46,0.47,0.48,0.46,,10.24,,10.24,,,0.047,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB10,M1198,0.5,1,0.75,0.89,0.67,0.68,0.89,,5.13,,5.13,,,0.046,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB10,M1198,1,1.5,1.25,0.99,0.76,0.76,0.99,,3.68,,3.68,,,0.037,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,0,0.05,0.025,1.24,0.78,0.78,0.78,,3.39,,3.39,,,0.026,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,0.05,0.1,0.075,1.22,0.85,0.84,0.84,,2.62,,2.62,,,0.022,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,0.1,0.2,0.15,1.03,0.88,0.87,1.03,,2.34,,2.34,,,0.024,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,0.2,0.3,0.25,0.81,0.85,0.84,0.81,,2.65,,2.65,,,0.022,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,0.3,0.4,0.35,0.85,0.88,0.86,0.85,,2.4,,2.4,,,0.02,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,0.4,0.5,0.45,1.04,0.87,0.86,1.04,,2.46,,2.46,,,0.026,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,0.5,1,0.75,0.94,0.88,0.87,0.94,,2.34,,2.34,,,0.022,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,1,1.5,1.25,1.28,1.16,1.18,1.28,,0.81,,0.81,,,0.01,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,1.5,2,1.75,1.38,0.92,0.91,0.91,,2.02,,2.02,,,0.018,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,2,2.5,2.25,1.31,1.06,1.06,1.31,,1.21,,1.21,,,0.016,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,2.5,3,2.75,1.44,1.14,1.16,1.16,,0.88,,0.88,,,0.01,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,0,0.05,0.025,1.29,0.9,0.89,0.89,,2.18,,2.18,,,0.019,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,0.05,0.1,0.075,1.11,0.91,0.89,1.11,,2.15,,2.15,,,0.024,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,0.1,0.2,0.15,1.27,0.94,0.93,0.93,,1.89,,1.89,,,0.018,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,0.2,0.3,0.25,1.22,0.94,0.93,0.93,,1.86,,1.86,,,0.017,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,0.3,0.4,0.35,0.9,0.79,0.78,0.9,,3.3,,3.3,,,0.03,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,0.4,0.5,0.45,0.9,0.89,0.87,0.9,,2.31,,2.31,,,0.021,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,0.5,1,0.75,1.23,0.84,0.83,0.83,,2.75,,2.75,,,0.023,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,1,1.5,1.25,1.45,1.11,1.12,1.12,,0.98,,0.98,,,0.011,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB11,M1183,1.5,2,1.75,1.52,1.12,1.13,1.13,,0.97,,0.97,,,0.011,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB12,M1192,0,0.05,0.025,1.41,1.08,1.08,1.08,,1.12,,1.12,,,0.012,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB12,M1192,0.05,0.1,0.075,1.61,1.13,1.14,1.14,,0.93,,0.93,,,0.011,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB12,M1192,0.1,0.2,0.15,1.53,1.04,1.04,1.04,,1.31,,1.31,,,0.014,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB12,M1192,0.2,0.3,0.25,1.74,0.96,0.95,0.95,,1.77,,1.77,,,0.017,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB12,M1192,0.3,0.4,0.35,1.74,0.93,0.92,0.92,,1.97,,1.97,,,0.018,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB12,M1192,0.4,0.5,0.45,1.83,0.96,0.95,0.95,,1.77,,1.77,,,0.017,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB12,M1192,0.5,1,0.75,1.6,0.89,0.88,0.88,,2.25,,2.25,,,0.02,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB12,M1192,1,1.5,1.25,1.58,0.91,0.9,0.9,,2.12,,2.12,,,0.019,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB12,M1192,1.5,2,1.75,1.62,0.9,0.88,0.88,,2.21,,2.21,,,0.02,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB12,M1192,0,0.05,0.025,1.45,1.03,1.03,1.03,,1.33,,1.33,,,0.014,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB12,M1192,0.05,0.1,0.075,1.55,1.11,1.12,1.12,,1,,1,,,0.011,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB12,M1192,0.1,0.2,0.15,1.68,1.12,1.13,1.13,,0.95,,0.95,,,0.011,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB12,M1192,0.2,0.3,0.25,1.65,0.95,0.94,0.94,,1.81,,1.81,,,0.017,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB12,M1192,0.3,0.4,0.35,2.18,1,0.99,0.99,,1.51,,1.51,,,0.015,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB12,M1192,0.4,0.5,0.45,1.73,0.96,0.95,0.95,,1.75,,1.75,,,0.017,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB12,M1192,0.5,1,0.75,1.83,0.91,0.9,0.9,,2.1,,2.1,,,0.019,Y,2014,,,,,,,,,,,,,,,,
SKG Unpublished GaziB12,M1192,1,1.5,1.25,1.74,0.89,0.88,0.88,,2.27,,2.27,,,0.02,Y,2014,,,,,,,,,,,,,,,,
