World_Soil_Map_1974_Group,World_Soil_Map_1974_Subgroup,World_Soil_Map_1984_Group,World_Soil_Map_1984_Subgroup,WRB_1994_Group,WRB_1994_Subgroup,WRB_1998_Group,WRB_1998_Subgroup,WRB_2006_Group,WRB_2006_Prefixes,WRB_2006_Suffixes,WRB_2014_Group,WRB_2014_Subgroup,WRB_2006_NAME,FAO_1974_NAME,WRB_1994_NAME
Calcisols,,Calcisols,,Calcisols,,Calcisols,Hypocalcic,Calcisols,Hypocalcic,,,,Hypocalcic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,,Calcisols,Technic,,,,Technic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,,Calcisols,Hyperskeletic,,,,Hyperskeletic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,Leptic,Calcisols,Leptic,,,,Leptic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,Vertic,Calcisols,Vertic,,,,Vertic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,Endosalic,Calcisols,Endosalic,,,,Endosalic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,Gleyic,Calcisols,Endogleyic,,,,Endogleyic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,,Calcisols,Gypsic,,,,Gypsic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,Luvic,Calcisols,Luvic,Calcisols,Luvic,Calcisols,Luvic,,,,Luvic Calcisols, Calcisols,Luvic Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,,Calcisols,Lixic,,,,Lixic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,Haplic,Calcisols,Haplic,Calcisols,Haplic,Calcisols,Haplic,,,,Haplic Calcisols, Calcisols,Haplic Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,,Calcisols,Haplic,Ruptic,,,Haplic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,Sodic,Calcisols,Sodic,Calcisols,Haplic,Sodic,,,Haplic Calcisols, Calcisols,Sodic Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,Takyric,Calcisols,Haplic,Takyric,,,Haplic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,Yermic,Calcisols,Haplic,Yermic,,,Haplic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,Aridic,Calcisols,Haplic,Aridic,,,Haplic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,Hyperochric,Calcisols,Haplic,Hyperochric,,,Haplic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,,Calcisols,Haplic,Densic,,,Haplic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,Skeletic,Calcisols,Haplic,Skeletic,,,Haplic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,,Calcisols,Haplic,Arenic,,,Haplic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,,Calcisols,Haplic,Siltic,,,Haplic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,,Calcisols,Haplic,Clayic,,,Haplic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,,Calcisols,Haplic,Chromic,,,Haplic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,,Calcisols,Haplic,Transportic,,,Haplic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,,Calcisols,Haplic,Novic,,,Haplic Calcisols, Calcisols, Calcisols
Calcisols,,Calcisols,,Calcisols,Cambic,Calcisols,,Calcisols,Haplic,,,,Haplic Calcisols, Calcisols,Cambic Calcisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Folic,,,,Folic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Antraquic,,,,Antraquic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Hortic,,,,Hortic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,Fluvic,Cambisols,Fluvic,Cambisols,Irragric,,,,Irragric Cambisols, Cambisols,Fluvic Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Plaggic,,,,Plaggic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Terric,,,,Terric Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Technic,,,,Technic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,Leptic,Cambisols,Leptic,,,,Leptic Cambisols, Cambisols, Cambisols
Cambisols,Vertic,Cambisols,Vertic,Cambisols,Vertic,Cambisols,Vertic,Cambisols,Vertic,,,,Vertic Cambisols,Vertic Cambisols,Vertic Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Thionic,,,,Thionic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Fluvic,,,,Fluvic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,Endosalic,Cambisols,Endosalic,,,,Endosalic Cambisols, Cambisols, Cambisols
Cambisols,Gleyic,Cambisols,Gleyic,Cambisols,Gleyic,Cambisols,Gleyic,Cambisols,Endogleyic,,,,Endogleyic Cambisols,Gleyic Cambisols,Gleyic Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,Vitric,Cambisols,Vitric,,,,Vitric Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,Andic,Cambisols,Andic,,,,Andic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Fractiplinthic,,,,Fractiplinthic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Petroplinthic,,,,Petroplinthic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Pisoplinthic,,,,Pisoplinthic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,Plinthic,Cambisols,Plinthic,,,,Plinthic Cambisols, Cambisols, Cambisols
Cambisols,Ferralic,Cambisols,Ferralic,Cambisols,Ferralic,Cambisols,Ferralic,Cambisols,Ferralic,,,,Ferralic Cambisols,Ferralic Cambisols,Ferralic Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Fragic,,,,Fragic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,Gelistagnic,Cambisols,Gelistagnic,,,,Gelistagnic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,Stagnic,Cambisols,Stagnic,,,,Stagnic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Cambisols,Haplic,,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Manganiferric,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Ferric,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Ornithic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Coluvic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,Gypsiric,Cambisols,Haplic,Gypsiric,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,Calcaric,Cambisols,Calcaric,Cambisols,Calcaric,Cambisols,Haplic,Calcaric,,,Haplic Cambisols, Cambisols,Calcaric Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Tephric,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Alumic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,Sodic,Cambisols,Haplic,Sodic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Alcalic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,Humic,Cambisols,Humic,Cambisols,,Cambisols,,Cambisols,Haplic,Humic,,,Haplic Cambisols,Humic Cambisols, Cambisols
Cambisols,Dystric,Cambisols,Dystric,Cambisols,Dystric,Cambisols,Dystric,Cambisols,Haplic,Dystric,,,Haplic Cambisols,Dystric Cambisols,Dystric Cambisols
Cambisols,Euthric,Cambisols,Euthric,Cambisols,Euthric,Cambisols,Eutric,Cambisols,Haplic,Eutric,,,Haplic Cambisols,Euthric Cambisols,Euthric Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Laxic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Turbic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,Gelic,Cambisols,Gelic,Cambisols,Gelic,Cambisols,Gelic,Cambisols,Haplic,Gelic,,,Haplic Cambisols,Gelic Cambisols,Gelic Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Oxiaquic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Greyic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Ruptic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,Calcic,Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Pisocalcic,,,Haplic Cambisols,Calcic Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,Hyperochric,Cambisols,Haplic,Hyperochric,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,Takyric,Cambisols,Haplic,Takyric,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,Yermic,Cambisols,Haplic,Yermic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,Aridic,Cambisols,Haplic,Aridic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Densic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,Skeletic,Cambisols,Haplic,Skeletic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Siltic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Clayic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,Rhodic,Cambisols,Haplic,Rhodic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,Chromic,Cambisols,Chromic,Cambisols,Chromic,Cambisols,Chromic,Cambisols,Haplic,Chromic,,,Haplic Cambisols,Chromic Cambisols,Chromic Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Escalic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Transportic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,,Cambisols,,Cambisols,Haplic,Novic,,,Haplic Cambisols, Cambisols, Cambisols
Cambisols,,Cambisols,,Cambisols,Mollic,Cambisols,Mollic,Umbrisols,Mollic,,,,Mollic Umbrisols, Cambisols,Mollic Cambisols
Chernozems,,Chernozems,,Chernozems,,Chernozems,Chernic,Chernozems,Voronic,,,,Voronic Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,Vermic,Chernozems,Vermic,,,,Vermic Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Technic,,,,Technic Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Leptic,,,,Leptic Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,Vertic,Chernozems,Vertic,Chernozems,Vertic,,,,Vertic Chernozems, Chernozems,Vertic Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Endofluvic,,,,Endofluvic Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Endosalic,,,,Endosalic Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,Gleyic,Chernozems,Gleyic,Chernozems,Gleyic,Chernozems,Gleyic,,,,Gleyic Chernozems, Chernozems,Gleyic Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Vitric,,,,Vitric Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Andic,,,,Andic Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Stagnic,,,,Stagnic Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Petrogypsic,,,,Petrogypsic Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Gypsic,,,,Gypsic Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Petroduric,,,,Petroduric Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Duric,,,,Duric Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Petrocalcic,,,,Petrocalcic Chernozems, Chernozems, Chernozems
Chernozems,Calcic,Chernozems,Calcic,Chernozems,Calcic,Chernozems,Calcic,Chernozems,Calcic,,,,Calcic Chernozems,Calcic Chernozems,Calcic Chernozems
Chernozems,Luvic,Chernozems,Luvic,Chernozems,Luvic,Chernozems,Luvic,Chernozems,Luvic,,,,Luvic Chernozems,Luvic Chernozems,Luvic Chernozems
Chernozems,Haplic,Chernozems,Haplic,Chernozems,Haplic,Chernozems,Haplic,Chernozems,Haplic,,,,Haplic Chernozems,Haplic Chernozems,Haplic Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Haplic,Anthric,,,Haplic Chernozems, Chernozems, Chernozems
Chernozems,Glossic,Chernozems,Glossic,Chernozems,Glossic,Chernozems,Glossic,Chernozems,Haplic,Glossic,,,Haplic Chernozems,Glossic Chernozems,Glossic Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Haplic,Tephric,,,Haplic Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Haplic,Sodic,,,Haplic Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Haplic,Pachic,,,Haplic Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Haplic,Oxiaquic,,,Haplic Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Haplic,Greyic,,,Haplic Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Haplic,Densic,,,Haplic Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Haplic,Skeletic,,,Haplic Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Haplic,Arenic,,,Haplic Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,Siltic,Chernozems,Haplic,Siltic,,,Haplic Chernozems, Chernozems, Chernozems
Chernozems,,Chernozems,,Chernozems,,Chernozems,,Chernozems,Haplic,Clayic,,,Haplic Chernozems, Chernozems, Chernozems
Cryosols,,Cryosols,,Cryosols,,Cryosols,Glacic,Cryosols,Glacic,,,,Glacic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,Turbic,Cryosols,Turbic,,,,Turbic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,,Cryosols,Folic,,,,Folic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,Histic,Cryosols,Histic,Cryosols,Histic,,,,Histic Cryosols, Cryosols,Histic Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,,Cryosols,Technic,,,,Technic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,,Cryosols,Hyperskeletic,,,,Hyperskeletic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,Leptic,Cryosols,Leptic,,,,Leptic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,Natric,Cryosols,Natric,,,,Natric Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,Salic,Cryosols,Salic,,,,Salic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,,Cryosols,Vitric,,,,Vitric Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,,Cryosols,Spodic,,,,Spodic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,Mollic,Cryosols,Mollic,,,,Mollic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,Calcic,Cryosols,Calcic,,,,Calcic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,Umbric,Cryosols,Umbric,,,,Umbric Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,,Cryosols,Cambic,,,,Cambic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,Thionic,Cryosols,Haplic,,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,,Cryosols,Haplic,Gypsiric,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,Stagnic,Cryosols,Haplic,Calcaric,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,Haplic,Cryosols,Haplic,Ornithic,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,,Cryosols,Haplic,Dystric,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,,Cryosols,Haplic,Eutric,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,,Cryosols,Haplic,Reductaquic,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,Oxyaquic,Cryosols,Haplic,Oxyaquic,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,Thixotropic,Cryosols,,Cryosols,Haplic,Thixtropic,,,Haplic Cryosols, Cryosols,Thixotropic Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,Aridic,Cryosols,Haplic,Aridic,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,,Cryosols,Haplic,Skeletic,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,,Cryosols,Haplic,Arenic,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,,Cryosols,Haplic,Siltic,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,,Cryosols,Haplic,Clayic,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,,Cryosols,Haplic,Drenic,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,,Cryosols,Haplic,Transportic,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,,Cryosols,Haplic,Novic,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,Lithic,Cryosols,Haplic,,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,Andic,Cryosols,Haplic,,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,Gleyic,Cryosols,Haplic,,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,Gypsic,Cryosols,Haplic,,,,Haplic Cryosols, Cryosols, Cryosols
Cryosols,,Cryosols,,Cryosols,,Cryosols,Yermic,Cryosols,Haplic,,,,Haplic Cryosols, Cryosols, Cryosols
Durisols,,Durisols,,Durisols,,Durisols,Petric,Durisols,Petric,,,,Petric Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,,Durisols,Fractipetric,,,,Fractipetric Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,,Durisols,Technic,,,,Technic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,Leptic,Durisols,Leptic,,,,Leptic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,Vertic,Durisols,Vertic,,,,Vertic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,,Durisols,Endogleyic,,,,Endogleyic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,Gypsic,Durisols,Gypsic,,,,Gypsic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,,Durisols,Petrocalcic,,,,Petrocalcic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,Calcic,Durisols,Calcic,,,,Calcic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,Luvic,Durisols,Luvic,,,,Luvic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,,Durisols,Lixic,,,,Lixic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,Haplic,Durisols,Haplic,,,,Haplic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,,Durisols,Haplic,Ruptic,,,Haplic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,,Durisols,Haplic,Sodic,,,Haplic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,Takyric,Durisols,Haplic,Takyric,,,Haplic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,Yermic,Durisols,Haplic,Yermic,,,Haplic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,Aridic,Durisols,Haplic,Aridic,,,Haplic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,Hyperochric,Durisols,Haplic,Hyperochric,,,Haplic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,Arenic,Durisols,Haplic,Arenic,,,Haplic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,,Durisols,Haplic,Siltic,,,Haplic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,,Durisols,Haplic,Clayic,,,Haplic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,Chromic,Durisols,Haplic,Chromic,,,Haplic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,,Durisols,Haplic,Transportic,,,Haplic Durisols, Durisols, Durisols
Durisols,,Durisols,,Durisols,,Durisols,,Durisols,Haplic,Novic,,,Haplic Durisols, Durisols, Durisols
Ferralsols,,Ferralsols,,Ferralsols,Gibbsic,Ferralsols,Gibbsic,Ferralsols,Gibbsic,,,,Gibbsic Ferralsols, Ferralsols,Gibbsic Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Posic,Ferralsols,Posic,,,,Posic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,Geric,Ferralsols,Geric,Ferralsols,Geric,Ferralsols,Geric,,,,Geric Ferralsols, Ferralsols,Geric Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Vetic,Ferralsols,Vetic,,,,Vetic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Folic,,,,Folic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Technic,,,,Technic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Andic,Ferralsols,Andic,,,,Andic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Fractiplinthic,,,,Fractiplinthic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Petroplinthic,,,,Petroplinthic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Pisoplinthic,,,,Pisoplinthic Ferralsols, Ferralsols, Ferralsols
Ferralsols,Plinthic,Ferralsols,Plinthic,Ferralsols,Plinthic,Ferralsols,Plinthic,Ferralsols,Plinthic,,,,Plinthic Ferralsols,Plinthic Ferralsols,Plinthic Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Mollic,Ferralsols,Mollic,,,,Mollic Ferralsols, Ferralsols, Ferralsols
Ferralsols,Acric,Ferralsols,,Ferralsols,,Ferralsols,Acric,Ferralsols,Acric,,,,Acric Ferralsols,Acric Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,Lixic,Ferralsols,Lixic,Ferralsols,Lixic,,,,Lixic Ferralsols, Ferralsols,Lixic Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Umbric,Ferralsols,Umbric,,,,Umbric Ferralsols, Ferralsols, Ferralsols
Ferralsols,Orthic,Ferralsols,Haplic,Ferralsols,Haplic,Ferralsols,Haplic,Ferralsols,Haplic,,,,Haplic Ferralsols,Orthic Ferralsols,Haplic Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Haplic,Sombric,,,Haplic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Haplic,Manganiferric,,,Haplic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Ferric,Ferralsols,Haplic,Ferric,,,Haplic Ferralsols, Ferralsols, Ferralsols
